diag_mean,diag_std,off_mean,off_std,gap_diag_minus_off,min_diag,max_diag,min_off,max_off
0.9995833333333333,0.000721687836487097,0.7118055555555555,0.10884804718755046,0.2877777777777778,0.9983333333333332,1.0,0.5691666666666667,0.9341666666666668
